 -2543.98340      0.001929      0.00095 53087.045753435922961 -2547.954246564079767  3258.000000 w040323_005000.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 26.23 0.99 WBCORR_10CM 10CM_WBCORR
 -2543.98340      0.001551      0.00085 53087.045753435915685 -2547.954246564083860  3194.000000 w040323_005000.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 29.11 1.01 WBCORR_10CM 10CM_WBCORR
 -2543.98340      0.001648      0.00076 53087.045753435915685 -2547.954246564082950  3130.000000 w040323_005000.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 34.56 0.99 WBCORR_10CM 10CM_WBCORR
 -2543.98340      0.001721      0.00079 53087.045753435915685 -2547.954246564082041  3066.000000 w040323_005000.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 30.88 1.03 WBCORR_10CM 10CM_WBCORR
 -2543.98340      0.000525      0.00081 53087.045753435901133 -2547.954246564095683  3002.000000 w040323_005000.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 31.48 0.97 WBCORR_10CM 10CM_WBCORR
 -2543.98340      0.001151      0.00076 53087.045753435908409 -2547.954246564088407  2938.000000 w040323_005000.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 33.14 1.01 WBCORR_10CM 10CM_WBCORR
 -2543.98340      0.000346      0.00092 53087.045753435901133 -2547.954246564097957  2886.000000 w040323_005000.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 28.40 0.98 WBCORR_10CM 10CM_WBCORR
 -2523.01196     -0.000590      0.00146 53108.017196417298692 -2526.982803582700853  3098.000000 w040413_000558.rf.pcm.dzTf1p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 16.88 1.03 WBCORR_10CM 10CM_WBCORR
 -2522.09839     -0.001762      0.00189 53108.930940244594240 -2526.069059755405306  3278.000000 w040413_221205.rf.pcm.dzTf4p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 660.00 660.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 1 P456 wbb256_512_128_3p_b 14.53 1.01 WBCORR_10CM 10CM_WBCORR
 -2522.09839     -0.000416      0.00094 53108.930940244608792 -2526.069059755389389  3162.000000 w040413_221205.rf.pcm.dzTf4p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 660.00 660.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 1 P456 wbb256_512_128_3p_b 27.43 0.98 WBCORR_10CM 10CM_WBCORR
 -2522.09839      0.000850      0.00094 53108.930940244623343 -2526.069059755374838  3034.000000 w040413_221205.rf.pcm.dzTf4p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 660.00 660.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 1 P456 wbb256_512_128_3p_b 26.17 1.00 WBCORR_10CM 10CM_WBCORR
 -2522.09839      0.002160      0.00145 53108.930940244637895 -2526.069059755359831  2918.000000 w040413_221205.rf.pcm.dzTf4p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 660.00 660.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 1 P456 wbb256_512_128_3p_b 17.70 0.98 WBCORR_10CM 10CM_WBCORR
 -2522.07837     -0.001411      0.00136 53108.950965310796164 -2526.049034689204746  3278.000000 w040413_223028.rf.pcm.dzTf4p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 18.33 0.98 WBCORR_10CM 10CM_WBCORR
 -2522.07837      0.001210      0.00086 53108.950965310825268 -2526.049034689174277  3162.000000 w040413_223028.rf.pcm.dzTf4p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 30.67 1.01 WBCORR_10CM 10CM_WBCORR
 -2522.07837      0.000798      0.00112 53108.950965310817992 -2526.049034689179280  3034.000000 w040413_223028.rf.pcm.dzTf4p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 24.29 1.01 WBCORR_10CM 10CM_WBCORR
 -2522.07837     -0.000443      0.00169 53108.950965310803440 -2526.049034689193377  2918.000000 w040413_223028.rf.pcm.dzTf4p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 16.09 0.97 WBCORR_10CM 10CM_WBCORR
 -2522.05249      0.000705      0.00147 53108.976777854426473 -2526.023222145570344  3278.000000 w040413_230738.rf.pcm.dzTf4p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1919.99 1919.99 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 16.71 0.98 WBCORR_10CM 10CM_WBCORR
 -2522.05249      0.002926      0.00089 53108.976777854455577 -2526.023222145544878  3162.000000 w040413_230738.rf.pcm.dzTf4p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1919.99 1919.99 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 29.66 1.04 WBCORR_10CM 10CM_WBCORR
 -2522.05249      0.000878      0.00084 53108.976777854433749 -2526.023222145568525  3034.000000 w040413_230738.rf.pcm.dzTf4p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1919.99 1919.99 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 28.95 1.00 WBCORR_10CM 10CM_WBCORR
 -2522.05249     -0.001585      0.00150 53108.976777854404645 -2526.023222145597174  2918.000000 w040413_230738.rf.pcm.dzTf4p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1919.99 1919.99 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 17.97 0.98 WBCORR_10CM 10CM_WBCORR
 -2510.14355      0.002976      0.00212 53120.885628691023157 -2514.114371308977752  3310.000000 w040425_205444.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 13.15 0.97 WBCORR_10CM 10CM_WBCORR
 -2510.14355      0.000375      0.00128 53120.885628690994054 -2514.114371309007765  3258.000000 w040425_205444.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 19.50 1.01 WBCORR_10CM 10CM_WBCORR
 -2510.14355     -0.000084      0.00137 53120.885628690986778 -2514.114371309013222  3194.000000 w040425_205444.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 19.48 1.00 WBCORR_10CM 10CM_WBCORR
 -2510.14355      0.000203      0.00129 53120.885628690986778 -2514.114371309010039  3130.000000 w040425_205444.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 18.33 1.00 WBCORR_10CM 10CM_WBCORR
 -2510.14355     -0.000653      0.00098 53120.885628690979502 -2514.114371309019589  3066.000000 w040425_205444.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 26.22 0.98 WBCORR_10CM 10CM_WBCORR
 -2510.14355     -0.000649      0.00066 53120.885628690979502 -2514.114371309019589  3002.000000 w040425_205444.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 38.46 0.99 WBCORR_10CM 10CM_WBCORR
 -2510.14355      0.001055      0.00065 53120.885628691001330 -2514.114371309000035  2938.000000 w040425_205444.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 38.15 1.00 WBCORR_10CM 10CM_WBCORR
 -2510.14355     -0.000151      0.00084 53120.885628690986778 -2514.114371309014132  2886.000000 w040425_205444.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 30.34 0.98 WBCORR_10CM 10CM_WBCORR
